path,size_bytes,sha256,outcome,doc_id,community,category,pre_screen_doc_type,pre_screen_confidence,pre_screen_reasoning,existing_id,error
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\IMG_0821.jpg",6587425,,skipped_filetype_irrelevant,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\IMG_0822.jpg",5839164,,skipped_filetype_irrelevant,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\IMG_0823.jpg",6459468,,skipped_filetype_irrelevant,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\IMG_0824.jpg",5167765,,skipped_filetype_irrelevant,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\IMG_0825.jpg",5822086,,skipped_filetype_irrelevant,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\IMG_0826.jpg",3326073,,skipped_filetype_irrelevant,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\IMG_0829.jpg",3101686,,skipped_filetype_irrelevant,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\IMG_0830.jpg",4998713,,skipped_filetype_irrelevant,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\IMG_0831.jpg",7854047,,skipped_filetype_irrelevant,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\IMG_0832.jpg",6600905,,skipped_filetype_irrelevant,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\IMG_0833.jpg",3385363,,skipped_filetype_irrelevant,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\IMG_0834.jpg",5473225,,skipped_filetype_irrelevant,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\IMG_0835.jpg",5888199,,skipped_filetype_irrelevant,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\Root Insurance Documents.pdf",250171,a070373644c31c97da4cfb103e8849468919e308e3dd000afe039b94eca156b3,dry_run_would_upload,,,,insurance,high,Insurance document (Root Insurance) related to the 2024 Tennis Court Claim is a legitimate HOA insurance record relevant to property and liability coverage management for Waterview Estates.,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\Crash Report.pdf",1501726,8db57d7e5ee4ca6b9bf4f7c1af206b7944f54f379a30e81d0aeecc0c6667a948,skipped_not_relevant,,,,junk,high,"This is a Texas Peace Officer's Crash Report for a vehicle accident in Fort Bend County dated 02/11/2024, unrelated to HOA management of Waterview Estates.",,
